codigo;capitulo;titulo;unidad;mano_obra;horas_oficial_por_unidad;horas_ayudante_por_unidad;horas_persona_por_unidad;horas_equipo_por_unidad;recursos;recursos_provisionales_ve;codigos_provisionales_ve;coste_directo_ve_usd;precio_venta_ve_usd;descripcion_caracteres;codigo_legacy;apu_duplicado
16.03.01.100;16;Informe de estanqueidad con protocolo.;glb;MO-OF1-ALB · albañilería · 0.5000 h/glb | MO-AYU · apoyo general de obra · 0.2500 h/glb;0.5000;0.2500;0.7500;0.0000;2;0;;3.66;4.76;91;;2
16.04.01.010;16;Prueba hidrostática de tubería de agua.;m;MO-OF1-PLO · plomería · 0.0500 h/m | MO-AYU · apoyo general de obra · 0.0300 h/m;0.0500;0.0300;0.0800;0.0200;3;1;MQ-HIDROLAV;0.47;0.61;110;;
16.04.01.020;16;Prueba de fugas de tubería de gas.;m;MO-OF1-PLO · plomería · 0.0600 h/m | MO-AYU · apoyo general de obra · 0.0300 h/m;0.0600;0.0300;0.0900;0.0300;3;1;MQ-DETECTOR;0.52;0.67;112;;
16.04.01.030;16;Prueba de desagüe por vaciado.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;101;;2
16.04.01.040;16;Prueba de ventilación de desagüe.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;2;0;;2.20;2.86;89;;2
16.04.01.050;16;Prueba de presión de la red de agua.;glb;MO-OF1-PLO · plomería · 0.6000 h/glb | MO-AYU · apoyo general de obra · 0.3000 h/glb;0.6000;0.3000;0.9000;0.2000;3;1;MQ-HIDROLAV;5.24;6.81;99;;
16.04.01.060;16;Verificación de pendientes de desagüe.;m;MO-OF1-PLO · plomería · 0.0300 h/m | MO-AYU · apoyo general de obra · 0.0200 h/m;0.0300;0.0200;0.0500;0.0100;3;1;MQ-NIVEL-LASER;0.26;0.34;102;;
16.04.01.070;16;Prueba de estanqueidad de trampa de grasa.;ud;MO-OF1-PLO · plomería · 0.4000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.4000;0.2000;0.6000;0.0000;2;0;;2.93;3.81;94;;
16.04.01.080;16;Prueba de funcionamiento de válvulas.;ud;MO-OF1-PLO · plomería · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0000;2;0;;1.46;1.90;85;;2
16.04.01.090;16;Informe de pruebas sanitarias.;glb;MO-OF1-PLO · plomería · 0.5000 h/glb | MO-AYU · apoyo general de obra · 0.2500 h/glb;0.5000;0.2500;0.7500;0.0000;2;0;;3.66;4.76;85;;
16.04.01.100;16;Prueba de descarga de inodoro y lavamanos.;ud;MO-OF1-PLO · plomería · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0000;2;0;;1.46;1.90;110;;2
16.05.01.010;16;Medición de resistencia de puesta a tierra.;ud;MO-OF1-ELE · electricidad · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.1000;3;1;MQ-TELUROMETRO;2.68;3.48;108;;
16.05.01.020;16;Prueba de continuidad de conductores.;ud;MO-OF1-ELE · electricidad · 0.1500 h/ud | MO-AYU · apoyo general de obra · 0.0800 h/ud;0.1500;0.0800;0.2300;0.0500;3;1;MQ-DETECTOR;1.25;1.62;104;;
16.05.01.030;16;Prueba de aislamiento de conductores.;ud;MO-OF1-ELE · electricidad · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0800;3;1;MQ-DETECTOR;1.67;2.18;109;;
16.05.01.040;16;Prueba de disparo de diferenciales.;ud;MO-OF1-ELE · electricidad · 0.1500 h/ud | MO-AYU · apoyo general de obra · 0.0800 h/ud;0.1500;0.0800;0.2300;0.0000;2;0;;1.12;1.45;108;;2
16.05.01.050;16;Prueba de disparo de termomagnéticos.;ud;MO-OF1-ELE · electricidad · 0.1500 h/ud | MO-AYU · apoyo general de obra · 0.0800 h/ud;0.1500;0.0800;0.2300;0.0000;2;0;;1.12;1.45;93;;2
16.05.01.060;16;Verificación de polaridad y neutro.;ud;MO-OF1-ELE · electricidad · 0.1000 h/ud | MO-AYU · apoyo general de obra · 0.0500 h/ud;0.1000;0.0500;0.1500;0.0300;3;1;MQ-DETECTOR;0.81;1.05;99;;
16.05.01.070;16;Medición de tensión y frecuencia.;glb;MO-OF1-ELE · electricidad · 0.1000 h/glb | MO-AYU · apoyo general de obra · 0.0500 h/glb;0.1000;0.0500;0.1500;0.0500;3;1;MQ-DETECTOR;0.86;1.12;104;;
16.05.01.080;16;Prueba de iluminación de circuitos.;ud;MO-OF1-ELE · electricidad · 0.1000 h/ud | MO-AYU · apoyo general de obra · 0.0500 h/ud;0.1000;0.0500;0.1500;0.0000;2;0;;0.73;0.95;102;;
16.05.01.090;16;Prueba de puesta en marcha de tablero.;ud;MO-OF1-ELE · electricidad · 0.4000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.4000;0.2000;0.6000;0.0000;2;0;;2.93;3.81;104;;
16.05.01.100;16;Informe de pruebas eléctricas.;glb;MO-OF1-ELE · electricidad · 0.5000 h/glb | MO-AYU · apoyo general de obra · 0.2500 h/glb;0.5000;0.2500;0.7500;0.0000;2;0;;3.66;4.76;85;;
16.06.01.010;16;Prueba de vacío de sistema de climatización.;ud;MO-OF1-AC · refrigeración y climatización · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.2000;3;1;MQ-RECUP-GAS;4.97;6.47;109;;
16.06.01.020;16;Prueba de presión de gas refrigerante.;ud;MO-OF1-AC · refrigeración y climatización · 0.4000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.4000;0.2000;0.6000;0.1000;3;1;MQ-DETECTOR;3.19;4.15;96;;
16.06.01.030;16;Carga de gas refrigerante.;ud;MO-OF1-AC · refrigeración y climatización · 0.4000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.4000;0.2000;0.6000;0.1000;4;1;MQ-RECUP-GAS;12.68;16.48;96;;
16.06.01.040;16;Balanceo de caudales de ventilación.;ud;MO-OF1-AC · refrigeración y climatización · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1000;3;1;MQ-DETECTOR;2.46;3.20;105;;
16.06.01.050;16;Prueba de funcionamiento de extractores.;ud;MO-OF1-AC · refrigeración y climatización · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0500;3;1;MQ-DETECTOR;1.60;2.07;94;;2
16.06.01.060;16;Prueba de temperatura de impulsión.;ud;MO-OF1-AC · refrigeración y climatización · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0500;3;1;MQ-DETECTOR;1.60;2.07;110;;2
16.06.01.070;16;Limpieza de serpentines y filtros.;ud;MO-OF1-AC · refrigeración y climatización · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.0000;3;1;MT-QUIMICO-LIMP-AC;6.49;8.44;93;;
16.06.01.080;16;Prueba de drenaje de condensados.;ud;MO-OF1-AC · refrigeración y climatización · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0000;2;0;;1.46;1.90;90;;
16.06.01.090;16;Puesta en servicio de climatización con ajuste.;glb;MO-OF1-AC · refrigeración y climatización · 1.0000 h/glb | MO-AYU · apoyo general de obra · 0.5000 h/glb;1.0000;0.5000;1.5000;0.0000;2;0;;7.32;9.52;113;;
16.06.01.100;16;Informe de puesta en marcha de climatización.;glb;MO-OF1-AC · refrigeración y climatización · 0.5000 h/glb | MO-AYU · apoyo general de obra · 0.2500 h/glb;0.5000;0.2500;0.7500;0.0000;2;0;;3.66;4.76;97;;
16.07.01.010;16;Termografía infrarroja de fachada.;m²;MO-OF1-ALB · albañilería · 0.0500 h/m² | MO-AYU · apoyo general de obra · 0.0300 h/m²;0.0500;0.0300;0.0800;0.0200;3;1;MQ-DETECTOR;0.44;0.57;101;;5
16.07.01.020;16;Termografía infrarroja de cubierta.;m²;MO-OF1-ALB · albañilería · 0.0500 h/m² | MO-AYU · apoyo general de obra · 0.0300 h/m²;0.0500;0.0300;0.0800;0.0200;3;1;MQ-DETECTOR;0.44;0.57;102;;5
16.07.01.030;16;Termografía de instalación eléctrica.;glb;MO-OF1-ELE · electricidad · 0.3000 h/glb | MO-AYU · apoyo general de obra · 0.1500 h/glb;0.3000;0.1500;0.4500;0.1000;3;1;MQ-DETECTOR;2.46;3.20;108;;
16.07.01.040;16;Medición de humedad de muros.;m²;MO-OF1-ALB · albañilería · 0.0500 h/m² | MO-AYU · apoyo general de obra · 0.0300 h/m²;0.0500;0.0300;0.0800;0.0200;3;1;MQ-DETECTOR;0.44;0.57;106;;5
16.07.01.050;16;Medición de humedad de piso.;m²;MO-OF1-ALB · albañilería · 0.0400 h/m² | MO-AYU · apoyo general de obra · 0.0200 h/m²;0.0400;0.0200;0.0600;0.0200;3;1;MQ-DETECTOR;0.35;0.45;104;;
16.07.01.060;16;Detección de armadura y tuberías empotradas.;m;MO-OF1-ALB · albañilería · 0.0500 h/m | MO-AYU · apoyo general de obra · 0.0300 h/m;0.0500;0.0300;0.0800;0.0300;3;1;MQ-DETECTOR;0.46;0.60;98;;
16.07.01.070;16;Inspección de fisuras y diagnóstico estructural.;m;MO-OF1-ALB · albañilería · 0.0800 h/m | MO-AYU · apoyo general de obra · 0.0400 h/m;0.0800;0.0400;0.1200;0.0300;3;1;MQ-DETECTOR;0.66;0.86;86;;
16.07.01.080;16;Ensayo de esclerometría en elementos de concreto.;ud;MO-OF1-ALB · albañilería · 0.1200 h/ud | MO-AYU · apoyo general de obra · 0.0600 h/ud;0.1200;0.0600;0.1800;0.0800;3;1;MQ-DETECTOR;1.09;1.42;88;;
16.07.01.090;16;Medición de espesor de recubrimiento.;m²;MO-OF1-ALB · albañilería · 0.0500 h/m² | MO-AYU · apoyo general de obra · 0.0300 h/m²;0.0500;0.0300;0.0800;0.0200;3;1;MQ-DETECTOR;0.44;0.57;89;;5
16.07.01.100;16;Informe de diagnóstico no destructivo.;glb;MO-OF1-ALB · albañilería · 0.5000 h/glb | MO-AYU · apoyo general de obra · 0.2500 h/glb;0.5000;0.2500;0.7500;0.0000;2;0;;3.66;4.76;96;;2
16.08.01.010;16;Protocolo de pruebas de puesta en marcha.;glb;MO-OF1-ALB · albañilería · 1.0000 h/glb | MO-AYU · apoyo general de obra · 0.5000 h/glb;1.0000;0.5000;1.5000;0.0000;2;0;;7.32;9.52;103;;5
16.08.01.020;16;Protocolo de entrega de instalaciones.;glb;MO-OF1-ALB · albañilería · 1.0000 h/glb | MO-AYU · apoyo general de obra · 0.5000 h/glb;1.0000;0.5000;1.5000;0.0000;2;0;;7.32;9.52;98;;5
16.08.01.030;16;Documentación final de obra.;glb;MO-OF1-ALB · albañilería · 1.5000 h/glb | MO-AYU · apoyo general de obra · 0.7500 h/glb;1.5000;0.7500;2.2500;0.0000;2;0;;10.98;14.28;91;;5
16.08.01.040;16;Certificación de instalación eléctrica.;glb;MO-OF1-ELE · electricidad · 1.0000 h/glb | MO-AYU · apoyo general de obra · 0.5000 h/glb;1.0000;0.5000;1.5000;0.0000;2;0;;7.32;9.52;97;;
16.08.01.050;16;Certificación de instalación de gas.;glb;MO-OF1-PLO · plomería · 1.0000 h/glb | MO-AYU · apoyo general de obra · 0.5000 h/glb;1.0000;0.5000;1.5000;0.0000;2;0;;7.32;9.52;99;;
16.08.01.060;16;Certificación de impermeabilización.;glb;MO-OF1-ALB · albañilería · 0.8000 h/glb | MO-AYU · apoyo general de obra · 0.4000 h/glb;0.8000;0.4000;1.2000;0.0000;2;0;;5.86;7.62;97;;2
16.08.01.070;16;Manual de uso y mantenimiento.;glb;MO-OF1-ALB · albañilería · 1.5000 h/glb | MO-AYU · apoyo general de obra · 0.7500 h/glb;1.5000;0.7500;2.2500;0.0000;2;0;;10.98;14.28;91;;5
16.08.01.080;16;Acta de recepción de obra.;glb;MO-OF1-ALB · albañilería · 0.8000 h/glb | MO-AYU · apoyo general de obra · 0.4000 h/glb;0.8000;0.4000;1.2000;0.0000;2;0;;5.86;7.62;80;;2
16.08.01.090;16;Prueba integral de sistemas.;glb;MO-OF1-ALB · albañilería · 2.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;2.0000;1.0000;3.0000;0.0000;2;0;;14.64;19.04;89;;6
16.08.01.100;16;Informe de conformidad con proyecto.;glb;MO-OF1-ALB · albañilería · 1.2000 h/glb | MO-AYU · apoyo general de obra · 0.6000 h/glb;1.2000;0.6000;1.8000;0.0000;2;0;;8.79;11.42;102;;
17.01.01.010;17;Baranda provisional de protección de borde.;m;MO-OF1-ALB · albañilería · 0.2000 h/m | MO-AYU · apoyo general de obra · 0.2000 h/m;0.2000;0.2000;0.4000;0.0700;6;2;MQ-TALADRO,MT-BARANDA-PROV;9.37;12.19;597;CT-20-01-010;
17.01.01.020;17;Red de seguridad en huecos y perímetros.;m²;MO-OF1-ALB · albañilería · 0.1600 h/m² | MO-AYU · apoyo general de obra · 0.1600 h/m²;0.1600;0.1600;0.3200;0.0900;6;2;MQ-TALADRO,MT-RED-SEG;6.31;8.20;559;CT-20-01-020;
17.01.01.030;17;Baranda de protección en perímetro de losa.;m;MO-OF1-ALB · albañilería · 0.2000 h/m | MO-AYU · apoyo general de obra · 0.1200 h/m;0.2000;0.1200;0.3200;0.0500;4;2;MQ-TALADRO,MT-BARANDA-PROV;6.38;8.30;114;;
17.01.01.040;17;Red de seguridad en hueco de escalera.;m²;MO-OF1-ALB · albañilería · 0.2000 h/m² | MO-AYU · apoyo general de obra · 0.1200 h/m²;0.2000;0.1200;0.3200;0.0500;4;2;MQ-TALADRO,MT-RED-SEG;4.58;5.95;96;;
17.01.01.050;17;Protección de hueco con tabla y barandilla.;ud;MO-AYU · apoyo general de obra · 0.3000 h/ud;0.0000;0.3000;0.3000;0.0000;3;2;MT-BARANDA-PROV,MT-MALLA-OBRA;6.06;7.88;88;;
17.01.01.060;17;Marquesina de protección de acceso.;m²;MO-OF1-ALB · albañilería · 0.4000 h/m² | MO-AYU · apoyo general de obra · 0.2400 h/m²;0.4000;0.2400;0.6400;0.0000;4;1;MT-MALLA-OBRA;5.06;6.57;95;;
17.01.01.070;17;Protección de borde con red vertical.;m;MO-OF1-ALB · albañilería · 0.2000 h/m | MO-AYU · apoyo general de obra · 0.1200 h/m;0.2000;0.1200;0.3200;0.0500;4;2;MQ-TALADRO,MT-RED-SEG;4.58;5.95;79;;
17.01.01.080;17;Cubrición de huecos de ascensor.;m²;MO-AYU · apoyo general de obra · 0.2500 h/m²;0.0000;0.2500;0.2500;0.0000;3;2;MT-BARANDA-PROV,MT-MALLA-OBRA;4.97;6.47;93;;
17.02.01.010;17;Dotación de equipo de protección individual por trabajador.;ud;MO-AYU · apoyo general de obra · 0.2000 h/ud;0.0000;0.2000;0.2000;0.0000;2;0;;43.13;56.07;485;CT-20-02-010;
17.02.01.020;17;Dotación de casco de seguridad.;ud;MO-AYU · apoyo general de obra · 0.0200 h/ud;0.0000;0.0200;0.0200;0.0000;2;0;;8.55;11.12;81;;2
17.02.01.030;17;Dotación de guantes y calzado de seguridad.;ud;MO-AYU · apoyo general de obra · 0.0200 h/ud;0.0000;0.0200;0.0200;0.0000;2;0;;12.80;16.64;81;;
17.02.01.040;17;Dotación de protección ocular y auditiva.;ud;MO-AYU · apoyo general de obra · 0.0200 h/ud;0.0000;0.0200;0.0200;0.0000;2;0;;8.55;11.12;84;;2
17.02.01.050;17;Dotación de mascarilla y protección respiratoria.;ud;MO-AYU · apoyo general de obra · 0.0200 h/ud;0.0000;0.0200;0.0200;0.0000;2;0;;6.43;8.36;83;;
17.02.01.060;17;Dotación de chaleco reflectivo.;ud;MO-AYU · apoyo general de obra · 0.0200 h/ud;0.0000;0.0200;0.0200;0.0000;2;0;;4.31;5.61;80;;
17.02.01.070;17;Arnés de seguridad de cuerpo completo.;ud;MO-AYU · apoyo general de obra · 0.0200 h/ud;0.0000;0.0200;0.0200;0.0000;2;0;;55.62;72.31;74;;
17.02.01.080;17;Reposición de EPI durante la obra.;glb;MO-AYU · apoyo general de obra · 0.1000 h/glb;0.0000;0.1000;0.1000;0.0000;2;0;;85.19;110.75;88;;
17.03.01.010;17;Señalización de seguridad de obra.;ud;MO-AYU · apoyo general de obra · 0.7000 h/ud;0.0000;0.7000;0.7000;0.0000;4;0;;53.35;69.35;455;CT-20-03-010;
17.03.01.020;17;Delimitación y acordonamiento de zonas de riesgo.;m;MO-AYU · apoyo general de obra · 0.1300 h/m;0.0000;0.1300;0.1300;0.0000;4;1;MT-MALLA-OBRA;4.23;5.49;446;CT-20-03-020;
17.03.01.030;17;Señalización de riesgos en obra.;ud;MO-AYU · apoyo general de obra · 0.1000 h/ud;0.0000;0.1000;0.1000;0.0000;2;0;;5.91;7.68;80;;
17.03.01.040;17;Delimitación con cinta de peligro.;m;MO-AYU · apoyo general de obra · 0.0500 h/m;0.0000;0.0500;0.0500;0.0000;2;0;;1.29;1.67;85;;
17.03.01.050;17;Cierre perimetral de la obra.;m;MO-AYU · apoyo general de obra · 0.3000 h/m;0.0000;0.3000;0.3000;0.0000;3;1;MT-MALLA-OBRA;4.00;5.20;93;;
17.03.01.060;17;Señalización de vías de evacuación.;ud;MO-AYU · apoyo general de obra · 0.0800 h/ud;0.0000;0.0800;0.0800;0.0000;2;0;;5.84;7.59;84;;
17.03.01.070;17;Control de accesos a la obra.;glb;MO-AYU · apoyo general de obra · 0.2000 h/glb;0.0000;0.2000;0.2000;0.0000;3;1;MT-MALLA-OBRA;2.83;3.68;83;;
17.03.01.080;17;Iluminación de emergencia en obra.;ud;MO-OF1-ELE · electricidad · 0.2000 h/ud | MO-AYU · apoyo general de obra · 0.1000 h/ud;0.2000;0.1000;0.3000;0.0000;3;1;MT-LAMP-OBRA;11.06;14.38;85;;
17.04.01.010;17;Línea de vida para trabajos en altura.;m;MO-OF1-ALB · albañilería · 0.3200 h/m | MO-AYU · apoyo general de obra · 0.1800 h/m;0.3200;0.1800;0.5000;0.1400;6;2;MQ-TALADRO,MT-LINEA-VIDA;23.24;30.21;581;CT-20-01-030;
17.04.01.020;17;Punto de anclaje de línea de vida.;ud;MO-OF1-ALB · albañilería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1000;5;1;MQ-TALADRO;16.39;21.30;91;;2
17.04.01.030;17;Eslinga y absorbedor de energía.;ud;MO-AYU · apoyo general de obra · 0.0200 h/ud;0.0000;0.0200;0.0200;0.0000;2;0;;27.85;36.20;94;;
17.04.01.040;17;Andamio con barandilla de protección.;m²;MO-OF1-ALB · albañilería · 0.3000 h/m² | MO-AYU · apoyo general de obra · 0.1800 h/m²;0.3000;0.1800;0.4800;0.2000;3;1;MQ-ANDAMIO;2.69;3.49;83;;
17.04.01.050;17;Red de seguridad horizontal en cubierta.;m²;MO-OF1-ALB · albañilería · 0.2200 h/m² | MO-AYU · apoyo general de obra · 0.1300 h/m²;0.2200;0.1300;0.3500;0.0500;4;2;MQ-TALADRO,MT-RED-SEG;4.73;6.14;80;;
17.04.01.060;17;Escalera de mano con fijación.;ud;MO-AYU · apoyo general de obra · 0.1500 h/ud;0.0000;0.1500;0.1500;0.0000;2;0;;1.20;1.56;96;;2
17.04.01.070;17;Punto de anclaje en fachada.;ud;MO-OF1-ALB · albañilería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1000;5;1;MQ-TALADRO;16.39;21.30;96;;2
17.04.02.010;17;Equipo de protección para trabajo en altura.;ud;MO-AYU · apoyo general de obra · 0.2500 h/ud;0.0000;0.2500;0.2500;0.0000;2;0;;56.43;73.36;465;CT-20-02-020;
17.05.01.010;17;Entibado de zanja.;m²;MO-AYU · apoyo general de obra · 0.3000 h/m²;0.0000;0.3000;0.3000;0.0000;2;1;MT-MADERA-ENTIB;4.67;6.07;96;;
17.05.01.020;17;Protección de borde de excavación.;m;MO-AYU · apoyo general de obra · 0.1500 h/m;0.0000;0.1500;0.1500;0.0000;3;1;MT-BARANDA-PROV;6.19;8.04;91;;
17.05.01.030;17;Ventilación de espacio confinado.;glb;MO-AYU · apoyo general de obra · 0.3000 h/glb;0.0000;0.3000;0.3000;0.3000;2;1;MQ-ASPIR;1.70;2.21;103;;
17.05.01.040;17;Medición de atmósfera en espacio confinado.;glb;MO-AYU · apoyo general de obra · 0.2000 h/glb;0.0000;0.2000;0.2000;0.1500;2;1;MQ-DETECTOR;1.10;1.43;95;;
17.05.01.050;17;Protección de zanja con señalización nocturna.;m;MO-AYU · apoyo general de obra · 0.1000 h/m;0.0000;0.1000;0.1000;0.0000;2;0;;2.02;2.63;92;;
17.05.01.060;17;Escalera de acceso a excavación.;ud;MO-AYU · apoyo general de obra · 0.1500 h/ud;0.0000;0.1500;0.1500;0.0000;2;0;;1.20;1.56;86;;2
17.06.01.010;17;Extintor portátil de obra.;ud;MO-AYU · apoyo general de obra · 0.1000 h/ud;0.0000;0.1000;0.1000;0.0000;3;0;;35.80;46.55;77;;
17.06.01.020;17;Extintor de CO2 para cuadro eléctrico.;ud;MO-AYU · apoyo general de obra · 0.1000 h/ud;0.0000;0.1000;0.1000;0.0000;2;0;;34.69;45.10;77;;
17.06.01.030;17;Señalización de extintores.;ud;MO-AYU · apoyo general de obra · 0.0500 h/ud;0.0000;0.0500;0.0500;0.0000;2;0;;1.84;2.40;81;;
17.06.01.040;17;Retirada de material combustible.;m²;MO-AYU · apoyo general de obra · 0.2000 h/m²;0.0000;0.2000;0.2000;0.0000;2;1;MT-SAC-ESC;0.90;1.18;93;;
17.06.01.050;17;Protección ignífuga de estructura de madera.;m²;MO-OF1-PIN · pintura · 0.2000 h/m² | MO-AYU · apoyo general de obra · 0.1000 h/m²;0.2000;0.1000;0.3000;0.0400;4;2;MQ-RODILLO,MT-PIN-IGNFUGA;3.32;4.31;108;;
17.06.01.060;17;Corte de oxicorte con pantalla de protección.;glb;MO-AYU · apoyo general de obra · 0.2000 h/glb;0.0000;0.2000;0.2000;0.0000;3;0;;8.69;11.29;97;;
17.07.01.010;17;Zona de vestuario y comedor de obra, por mes.;ud;MO-AYU · apoyo general de obra · 1.2000 h/ud;0.0000;1.2000;1.2000;0.0000;3;1;MT-CASETA-BIEN;126.86;164.91;320;CT-20-04-010;
17.07.01.020;17;Botiquín de primeros auxilios de obra.;ud;MO-AYU · apoyo general de obra · 0.3500 h/ud;0.0000;0.3500;0.3500;0.0600;4;1;MQ-TALADRO;42.23;54.90;407;CT-20-04-020;
17.07.01.030;17;Adecuación de zona de vestuario y comedor.;glb;MO-AYU · apoyo general de obra · 0.5000 h/glb;0.0000;0.5000;0.5000;0.0000;2;1;MT-CASETA-BIEN;122.97;159.86;86;;
17.07.01.040;17;Baño químico portátil, por mes.;ud;MO-AYU · apoyo general de obra · 0.0500 h/ud;0.0000;0.0500;0.0500;0.0000;2;1;MQ-BANO-PORT;55.73;72.44;75;;
17.07.01.050;17;Agua potable para el personal.;glb;MO-AYU · apoyo general de obra · 0.1000 h/glb;0.0000;0.1000;0.1000;0.0000;2;1;MT-AGUA-OBRA;1.16;1.51;88;;
17.07.01.060;17;Botiquín de primeros auxilios.;ud;MO-AYU · apoyo general de obra · 0.0500 h/ud;0.0000;0.0500;0.0500;0.0000;2;0;;35.53;46.18;82;;
17.07.01.070;17;Reposición de botiquín de primeros auxilios.;glb;MO-AYU · apoyo general de obra · 0.0500 h/glb;0.0000;0.0500;0.0500;0.0000;2;0;;17.85;23.21;84;;
17.07.01.080;17;Camilla de evacuación.;ud;MO-AYU · apoyo general de obra · 0.1000 h/ud;0.0000;0.1000;0.1000;0.0000;2;0;;18.03;23.44;78;;
17.08.01.010;17;Charla de inducción y formación en seguridad.;ud;MO-OF1-ALB · albañilería · 3.2000 h/ud | MO-AYU · apoyo general de obra · 1.6000 h/ud;3.2000;1.6000;4.8000;0.0000;3;0;;28.99;37.68;577;CT-20-05-010;
17.08.01.020;17;Plan de seguridad y documentación de obra.;ud;MO-OF1-ALB · albañilería · 6.0000 h/ud;6.0000;0.0000;6.0000;0.0000;2;0;;36.87;47.92;590;CT-20-05-020;
17.08.01.030;17;Charla de inducción en seguridad.;glb;MO-OF1-ALB · albañilería · 1.0000 h/glb | MO-AYU · apoyo general de obra · 0.5000 h/glb;1.0000;0.5000;1.5000;0.0000;2;0;;7.32;9.52;82;;5
17.08.01.040;17;Formación específica en trabajos en altura.;glb;MO-OF1-ALB · albañilería · 2.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;2.0000;1.0000;3.0000;0.0000;2;0;;14.64;19.04;86;;6
17.08.01.050;17;Formación en manejo de equipos.;glb;MO-OF1-ALB · albañilería · 1.5000 h/glb | MO-AYU · apoyo general de obra · 0.7500 h/glb;1.5000;0.7500;2.2500;0.0000;2;0;;10.98;14.28;76;;5
17.08.01.060;17;Plan de seguridad y salud de la obra.;glb;MO-OF1-ALB · albañilería · 2.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;2.0000;1.0000;3.0000;0.0000;2;0;;14.64;19.04;80;;6
17.08.01.070;17;Documentación preventiva y registros.;glb;MO-OF1-ALB · albañilería · 1.5000 h/glb | MO-AYU · apoyo general de obra · 0.7500 h/glb;1.5000;0.7500;2.2500;0.0000;2;0;;10.98;14.28;79;;5
17.08.01.080;17;Inspección de seguridad periódica.;glb;MO-OF1-ALB · albañilería · 1.0000 h/glb | MO-AYU · apoyo general de obra · 0.5000 h/glb;1.0000;0.5000;1.5000;0.0000;2;0;;7.32;9.52;86;;5
18.01.01.010;18;Evaluación energética de la vivienda.;glb;MO-OF1-ALB · albañilería · 3.0000 h/glb | MO-AYU · apoyo general de obra · 1.5000 h/glb;3.0000;1.5000;4.5000;0.3000;3;1;MQ-DETECTOR;22.76;29.58;118;;
18.01.01.020;18;Diagnóstico de puentes térmicos.;glb;MO-OF1-ALB · albañilería · 2.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;2.0000;1.0000;3.0000;0.4000;3;1;MQ-DETECTOR;15.70;20.40;103;;
18.01.01.030;18;Auditoría de consumos energéticos.;glb;MO-OF1-ALB · albañilería · 2.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;2.0000;1.0000;3.0000;0.0000;2;0;;14.64;19.04;101;;6
18.01.01.040;18;Medición de infiltraciones de aire.;glb;MO-OF1-ALB · albañilería · 1.5000 h/glb | MO-AYU · apoyo general de obra · 0.7500 h/glb;1.5000;0.7500;2.2500;0.3000;3;1;MQ-DETECTOR;11.77;15.30;101;;
18.01.01.050;18;Informe de certificación energética.;glb;MO-OF1-ALB · albañilería · 1.5000 h/glb | MO-AYU · apoyo general de obra · 0.7500 h/glb;1.5000;0.7500;2.2500;0.0000;2;0;;10.98;14.28;93;;5
18.01.01.060;18;Estudio de viabilidad de energías renovables.;glb;MO-OF1-ELE · electricidad · 1.5000 h/glb | MO-AYU · apoyo general de obra · 0.7500 h/glb;1.5000;0.7500;2.2500;0.0000;2;0;;10.98;14.28;100;;2
