Capítulo;Partida;Descripción;Unidad;Cantidad;Precio unitario;Categoría;Tipo
Pintura y acabados;Pintura sobre superficie galvanizada o de aluminio.;Aplicación de acabado sobre superficie galvanizada o de aluminio, con imprimación específica de adherencia. Estos soportes son la trampa clásica del pintor: una imprimación anticorrosiva convencional no agarra sobre el galvanizado y el acabado se desprende en láminas al cabo de unos meses, de modo que hace falta desengrasado a fondo e imprimación de adherencia específica o tratamiento de conversión. Incluye el desengrasado, el lijado suave de la superficie para crear anclaje mecánico, la imprimación de adherencia y las dos manos de acabado. Medido en superficie realmente ejecutada.;m2;1;6,15;Esmaltes sobre madera y metal;incluida
Pintura y acabados;Pintura epóxica sobre piso o paramento.;Aplicación de pintura epóxica bicomponente sobre piso o paramento, con imprimación y dos manos de acabado, para áreas de tránsito intenso, cocinas industriales y talleres. Exige mezclar los dos componentes en la proporción exacta y aplicar dentro del tiempo de vida útil de la mezcla, que es corto: pasado ese tiempo el producto sigue pareciendo utilizable pero ya no cura correctamente. Incluye la preparación mecánica del soporte para abrir el poro, la medición de humedad, la imprimación, la mezcla controlada y la aplicación de las manos con los tiempos de repintado del fabricante. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;24,36;Recubrimientos especiales y decorativos;incluida
Pintura y acabados;Acabado decorativo texturado.;Aplicación de acabado decorativo texturado sobre paramento interior o exterior, con la técnica y el grano acordados con el cliente. El resultado depende de mantener la misma mano, la misma herramienta y la misma dosificación en todo el paño, por lo que conviene ejecutar una muestra aprobada previamente y no interrumpir el trabajo dentro de un mismo paño. Incluye la preparación y sellado del soporte, la aplicación de la capa base, la ejecución de la textura de forma continua y la protección final cuando el sistema la requiera. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;10,60;Recubrimientos especiales y decorativos;incluida
Pintura y acabados;Barniz protector sobre madera interior.;Aplicación de barniz de poliuretano o laca sobre carpintería y elementos de madera interiores, en tres manos con lijado intermedio. Incluye el lijado inicial en el sentido de la veta, el desempolvado, la aplicación del sellador de poro, el lijado suave entre manos que es lo que produce el tacto liso del acabado final, y las manos de barniz respetando los tiempos de secado. Medido en superficie realmente tratada, desarrollando todas las caras.;m2;1;7,23;Recubrimientos especiales y decorativos;incluida
Pintura y acabados;Demarcación y señalización pintada en piso.;Demarcación de líneas, símbolos y zonas en piso con pintura de tráfico, para estacionamientos, circulaciones y áreas de seguridad. Incluye la limpieza y desengrasado de la franja, el replanteo y encintado de las líneas, la aplicación de la pintura en dos manos con el espesor que garantiza la durabilidad frente al rodado, el retiro de la cinta en fresco para obtener el borde limpio y el acordonamiento hasta el secado. Medido en longitud de línea realmente ejecutada.;m;1;3,47;Recubrimientos especiales y decorativos;incluida
Equipamiento y mobiliario fijo;Mueble bajo de cocina a medida.;Fabricación e instalación de mueble bajo de cocina en melamina, con su estructura, puertas, gavetas, entrepaños y zócalo. Incluye la toma de medidas en obra comprobando plomos y escuadras, el despiece y corte con cantos aplicados, la previsión de los huecos y recortes para el paso de tuberías y tomas eléctricas antes del montaje, el armado de los módulos, la nivelación mediante patas regulables, la unión entre módulos, el montaje de puertas y gavetas con sus correderas y la regulación de frentes hasta obtener holguras uniformes. Medido en longitud de frente de mueble.;m;1;139,72;Mobiliario de cocina;incluida
Equipamiento y mobiliario fijo;Mueble alto de cocina a medida.;Fabricación e instalación de mueble alto de cocina en melamina, con su estructura, puertas y entrepaños, colgado del paramento. Incluye la comprobación de que el paramento soporta la carga, ya que un mueble alto cargado pesa bastante y en tabique de yeso laminado exige refuerzo interior previo, el replanteo de la altura útil coordinada con el mesón y el salpicadero, el montaje del riel o de los soportes de colgar, el armado y colgado de los módulos, la nivelación y unión entre ellos, el montaje de puertas con bisagras regulables y la regulación de frentes. Medido en longitud de frente de mueble.;m;1;127,13;Mobiliario de cocina;incluida
Equipamiento y mobiliario fijo;Isla o península de cocina.;Fabricación e instalación de isla o península de cocina, con su estructura, muebles a una o dos caras, y previsión de instalaciones. Incluye la coordinación previa de los puntos de agua, desagüe y electricidad que deben quedar dentro de la isla y que se ejecutan antes del piso, punto que si se pasa por alto obliga a picar el piso terminado, el anclaje de la estructura al piso para que no se desplace, el armado y nivelación de los módulos, el montaje de puertas y gavetas y los remates laterales. No incluye el mesón. Medido en longitud de isla.;m;1;180,00;Mobiliario de cocina;incluida
Equipamiento y mobiliario fijo;Instalación de campana extractora de cocina.;Instalación de campana extractora de cocina, con su anclaje, conducción de salida al exterior y conexión eléctrica. Una campana cuya descarga se queda dentro del mueble alto o del cielo raso no extrae nada: recircula el aire graso y lo condensa donde descarga. Incluye el replanteo de la altura sobre la placa según el tipo de cocción, el anclaje al mueble o al paramento, la conducción de salida hasta el exterior con su rejilla y compuerta antirretorno, la conexión eléctrica y la prueba de funcionamiento y caudal. El equipo lo elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;38,84;Mobiliario de cocina;incluida
Equipamiento y mobiliario fijo;Instalación de electrodoméstico empotrado.;Instalación de electrodoméstico empotrado en mueble de cocina, tal como horno, placa de cocción, microondas o lavavajillas, con sus conexiones. Incluye la verificación de que el hueco del mueble corresponde a las dimensiones y a la ventilación que exige el fabricante, requisito que si se ignora provoca sobrecalentamiento y la pérdida de la garantía, el ajuste del hueco si procede, el encastre y fijación del equipo, la conexión eléctrica, hidráulica o de gas según el caso y la puesta en marcha con prueba. El equipo lo elige el cliente y se presupuesta aparte. Medido por unidad instalada.;ud;1;15,80;Mobiliario de cocina;incluida
Equipamiento y mobiliario fijo;Alacena o despensa de cocina a medida.;Fabricación e instalación de alacena o despensa de cocina de altura completa, con sus entrepaños, gavetas o sistema extraíble. Incluye la toma de medidas en obra, el despiece y corte con cantos aplicados, el armado y anclaje del cuerpo al paramento y al piso, la nivelación, el montaje de entrepaños y de los sistemas extraíbles con sus guías, el montaje de puertas con su regulación y el remate superior contra el cielo raso. Medido en longitud de frente de alacena.;m;1;192,05;Mobiliario de cocina;incluida
Equipamiento y mobiliario fijo;Mesón de granito, cuarzo o piedra natural.;Suministro e instalación de mesón de granito, cuarzo o piedra natural sobre muebles o estructura de apoyo, con su canto trabajado y los recortes de fregadero y placa. Incluye la plantilla en obra tomada sobre los muebles ya instalados y nivelados, nunca sobre medidas de plano, el mecanizado de recortes y del canto en taller, el transporte y presentado de las piezas, el nivelado con calzos, la unión de tramos con adhesivo al tono y el sellado perimetral contra la pared. El material lo elige el cliente y se presupuesta aparte. Medido en longitud de mesón.;m;1;29,28;Mesones y topes;incluida
Equipamiento y mobiliario fijo;Mesón de concreto revestido.;Ejecución de mesón de concreto armado vaciado en sitio, con su estructura de apoyo, revestido con el acabado elegido. Es la solución tradicional y la más económica cuando el acabado es cerámico o de granito vaciado. Incluye la ejecución de la estructura de apoyo, el encofrado y armado del tablero, el vaciado y curado, la conformación de los huecos de fregadero y placa, el desencofrado y la regularización de la superficie lista para recibir el revestimiento. No incluye el revestimiento de acabado. Medido en longitud de mesón.;m;1;74,09;Mesones y topes;incluida
Equipamiento y mobiliario fijo;Salpicadero de mesón.;Ejecución del salpicadero o zócalo posterior del mesón, en el mismo material del tablero o en el acabado elegido, con su sellado inferior. El sellado de la junta entre salpicadero y mesón es lo que impide que el agua se filtre por detrás y arruine el mueble bajo, que es el fallo más habitual en cocinas. Incluye el corte a medida, la colocación con adhesivo, el ajuste a las irregularidades de la pared, el sellado de la junta inferior con silicona sanitaria y el remate de esquinas. Medido en longitud realmente ejecutada.;m;1;9,46;Mesones y topes;incluida
